t,y
12264,32767
12265,32767
12266,32767
12267,32767
12268,32767
12269,32767
12270,32767
12271,32767
12272,32767
12273,32767
12274,32767
12275,32767
12276,32767
12277,32767
12278,-32767
12279,-32767
12280,-32767
12281,-32767
12282,-32767
12283,-32767
12284,-32767
12285,-32767
12286,-32767
12287,-32767
12288,-32767
12289,-32767
12290,-32767
12291,-32767
12292,-32767
12293,-32767
12294,-32767
12295,-32767
12296,-32767
12297,-32767
12298,-32767
12299,-32767
12300,-32767
12301,-32767
12302,-32767
12303,-32767
12304,-32767
12305,-32767
12306,-32767
12307,-32767
12308,-32767
12309,-32767
12310,-32767
12311,-32767
12312,-32767
12313,-32767
12314,-32767
12315,-32767
12316,-32767
12317,-32767
12318,-32767
12319,-32767
12320,-32767
12321,-32767
12322,-32767
12323,-32767
12324,-32767
12325,-32767
12326,-32767
12327,-32767
12328,32767
12329,32767
12330,32767
12331,32767
12332,32767
12333,32767
12334,32767
12335,32767
12336,32767
12337,32767
12338,32767
12339,32767
12340,32767
12341,32767
12342,32767
12343,32767
12344,32767
12345,32767
12346,32767
12347,32767
12348,32767
12349,32767
12350,32767
12351,32767
12352,32767
12353,32767
12354,32767
12355,32767
12356,32767
12357,32767
12358,32767
12359,32767
12360,32767
12361,32767
12362,32767
12363,32767
12364,32767
12365,32767
12366,32767
12367,32767
12368,32767
12369,32767
12370,32767
12371,32767
12372,32767
12373,32767
12374,32767
12375,32767
12376,32767
12377,32767
12378,32767
12379,-32767
12380,-32767
12381,-32767
12382,-32767
12383,-32767
12384,-32767
12385,-32767
12386,-32767
12387,-32767
12388,-32767
12389,-32767
12390,-32767
12391,-32767
12392,-32767
12393,-32767
12394,-32767
12395,-32767
12396,-32767
12397,-32767
12398,-32767
12399,-32767
12400,-32767
12401,-32767
12402,-32767
12403,-32767
12404,-32767
12405,-32767
12406,-32767
12407,-32767
12408,-32767
12409,-32767
12410,-32767
12411,-32767
12412,-32767
12413,-32767
12414,-32767
12415,-32767
12416,-32767
12417,-32767
12418,-32767
12419,-32767
12420,-32767
12421,-32767
12422,-32767
12423,-32767
12424,-32767
12425,-32767
12426,-32767
12427,-32767
12428,-32767
12429,32767
12430,32767
12431,32767
12432,32767
12433,32767
12434,32767
12435,32767
12436,32767
12437,32767
12438,32767
12439,32767
12440,32767
12441,32767
12442,32767
12443,32767
12444,32767
12445,32767
12446,32767
12447,32767
12448,32767
12449,32767
12450,32767
12451,32767
12452,32767
12453,32767
12454,32767
12455,32767
12456,32767
12457,32767
12458,32767
12459,32767
12460,32767
12461,32767
12462,32767
12463,32767
12464,32767
12465,32767
12466,32767
12467,32767
12468,32767
12469,32767
12470,32767
12471,32767
12472,32767
12473,32767
12474,32767
12475,32767
12476,32767
12477,32767
12478,32767
12479,-32767
12480,-32767
12481,-32767
12482,-32767
12483,-32767
12484,-32767
12485,-32767
12486,-32767
12487,-32767
12488,-32767
12489,-32767
12490,-32767
12491,-32767
12492,-32767
12493,-32767
12494,-32767
12495,-32767
12496,-32767
12497,-32767
12498,-32767
12499,-32767
12500,-32767
12501,-32767
12502,-32767
12503,-32767
12504,-32767
12505,-32767
12506,-32767
12507,-32767
12508,-32767
12509,-32767
12510,-32767
12511,-32767
12512,-32767
12513,-32767
12514,-32767
12515,-32767
12516,-32767
12517,-32767
12518,-32767
12519,-32767
12520,-32767
12521,-32767
12522,-32767
12523,-32767
12524,-32767
12525,-32767
12526,-32767
12527,-32767
12528,-32767
12529,32767
12530,32767
12531,32767
12532,32767
12533,32767
12534,32767
12535,32767
12536,32767
12537,32767
12538,32767
12539,32767
12540,32767
12541,32767
12542,32767
12543,32767
12544,32767
12545,32767
12546,32767
12547,32767
12548,32767
12549,32767
12550,32767
12551,32767
12552,32767
12553,32767
12554,32767
12555,32767
12556,32767
12557,32767
12558,32767
12559,32767
12560,32767
12561,32767
12562,32767
12563,32767
12564,32767
12565,32767
12566,32767
12567,32767
12568,32767
12569,32767
12570,32767
12571,32767
12572,32767
12573,32767
12574,32767
12575,32767
12576,32767
12577,32767
12578,32767
12579,-32767
12580,-32767
12581,-32767
12582,-32767
12583,-32767
12584,-32767
12585,-32767
12586,-32767
12587,-32767
12588,-32767
12589,-32767
12590,-32767
12591,-32767
12592,-32767
12593,-32767
12594,-32767
12595,-32767
12596,-32767
12597,-32767
12598,-32767
12599,-32767
12600,-32767
12601,-32767
12602,-32767
12603,-32767
12604,-32767
12605,-32767
12606,-32767
12607,-32767
12608,-32767
12609,-32767
12610,-32767
12611,-32767
12612,-32767
12613,-32767
12614,-32767
12615,-32767
12616,-32767
12617,-32767
12618,-32767
12619,-32767
12620,-32767
12621,-32767
12622,-32767
12623,-32767
12624,-32767
12625,-32767
12626,-32767
12627,-32767
12628,-32767
12629,32767
12630,32767
12631,32767
12632,32767
12633,32767
12634,32767
12635,32767
12636,32767
12637,32767
12638,32767
12639,32767
12640,32767
12641,32767
12642,32767
12643,32767
12644,32767
12645,32767
12646,32767
12647,32767
12648,32767
12649,32767
12650,32767
12651,32767
12652,32767
12653,32767
12654,32767
12655,32767
12656,32767
12657,32767
12658,32767
12659,32767
12660,32767
12661,32767
12662,32767
12663,32767
12664,32767
12665,32767
12666,32767
12667,32767
12668,32767
12669,32767
12670,32767
12671,32767
12672,32767
12673,32767
12674,32767
12675,32767
12676,32767
12677,32767
12678,32767
12679,-32767
12680,-32767
12681,-32767
12682,-32767
12683,-32767
12684,-32767
12685,-32767
12686,-32767
12687,-32767
12688,-32767
12689,-32767
12690,-32767
12691,-32767
12692,-32767
12693,-32767
12694,-32767
12695,-32767
12696,-32767
12697,-32767
12698,-32767
12699,-32767
12700,-32767
12701,-32767
12702,-32767
12703,-32767
12704,-32767
12705,-32767
12706,-32767
12707,-32767
12708,-32767
12709,-32767
12710,-32767
12711,-32767
12712,-32767
12713,-32767
12714,-32767
12715,-32767
12716,-32767
12717,-32767
12718,-32767
12719,-32767
12720,-32767
12721,-32767
12722,-32767
12723,-32767
12724,-32767
12725,-32767
12726,-32767
12727,-32767
12728,-32767
12729,32767
12730,32767
12731,32767
12732,32767
12733,32767
12734,32767
12735,32767
12736,32767
12737,32767
12738,32767
12739,32767
12740,32767
12741,32767
12742,32767
12743,32767
12744,32767
12745,32767
12746,32767
12747,32767
12748,32767
12749,32767
12750,32767
12751,32767
12752,32767
12753,32767
12754,32767
12755,32767
12756,32767
12757,32767
12758,32767
12759,32767
12760,32767
12761,32767
12762,32767
12763,32767
12764,32767
12765,32767
12766,32767
12767,32767
12768,32767
12769,32767
12770,32767
12771,32767
12772,32767
12773,32767
12774,32767
12775,32767
12776,32767
12777,32767
12778,32767
12779,-32767
12780,-32767
12781,-32767
12782,-32767
12783,-32767
12784,-32767
12785,-32767
12786,-32767
12787,-32767
12788,-32767
12789,-32767
12790,-32767
12791,-32767
12792,-32767
12793,-32767
12794,-32767
12795,-32767
12796,-32767
12797,-32767
12798,-32767
12799,-32767
12800,-32767
12801,-32767
12802,-32767
12803,-32767
12804,-32767
12805,-32767
12806,-32767
12807,-32767
12808,-32767
12809,-32767
12810,-32767
12811,-32767
12812,-32767
12813,-32767
12814,-32767
12815,-32767
12816,-32767
12817,-32767
12818,-32767
12819,-32767
12820,-32767
12821,-32767
12822,-32767
12823,-32767
12824,-32767
12825,-32767
12826,-32767
12827,-32767
12828,-32767
12829,-32767
12830,32767
12831,32767
12832,32767
12833,32767
12834,32767
12835,32767
12836,32767
12837,32767
12838,32767
12839,32767
12840,32767
12841,32767
12842,32767
12843,32767
12844,32767
12845,32767
12846,32767
12847,32767
12848,32767
12849,32767
12850,32767
12851,32767
12852,32767
12853,32767
12854,32767
12855,32767
12856,32767
12857,32767
12858,32767
12859,32767
12860,32767
12861,32767
12862,32767
12863,32767
12864,32767
12865,32767
12866,32767
12867,32767
12868,32767
12869,32767
12870,32767
12871,32767
12872,32767
12873,32767
12874,32767
12875,32767
12876,32767
12877,32767
12878,32767
12879,32767
12880,-32767
12881,-32767
12882,-32767
12883,-32767
12884,-32767
12885,-32767
12886,-32767
12887,-32767
12888,-32767
12889,-32767
12890,-32767
12891,-32767
12892,-32767
12893,-32767
12894,-32767
12895,-32767
12896,-32767
12897,-32767
12898,-32767
12899,-32767
12900,-32767
12901,-32767
12902,-32767
12903,-32767
12904,-32767
12905,-32767
12906,-32767
12907,-32767
12908,-32767
12909,-32767
12910,-32767
12911,-32767
12912,-32767
12913,-32767
12914,-32767
12915,-32767
12916,-32767
12917,-32767
12918,-32767
12919,-32767
12920,-32767
12921,-32767
12922,-32767
12923,-32767
12924,-32767
12925,-32767
12926,-32767
12927,-32767
12928,-32767
12929,-32767
12930,32767
12931,32767
12932,32767
12933,32767
12934,32767
12935,32767
12936,32767
12937,32767
12938,32767
12939,32767
12940,32767
12941,32767
12942,32767
12943,32767
12944,32767
12945,32767
12946,32767
12947,32767
12948,32767
12949,32767
12950,32767
12951,32767
12952,32767
12953,32767
12954,32767
12955,32767
12956,32767
12957,32767
12958,32767
12959,32767
12960,32767
12961,32767
12962,32767
12963,32767
12964,32767
12965,32767
12966,32767
12967,32767
12968,32767
12969,32767
12970,32767
12971,32767
12972,32767
12973,32767
12974,32767
12975,32767
12976,32767
12977,32767
12978,32767
12979,32767
12980,-32767
12981,-32767
12982,-32767
12983,-32767
12984,-32767
12985,-32767
12986,-32767
12987,-32767
12988,-32767
12989,-32767
12990,-32767
12991,-32767
12992,-32767
12993,-32767
12994,-32767
12995,-32767
12996,-32767
12997,-32767
12998,-32767
12999,-32767
13000,-32767
13001,-32767
13002,-32767
13003,-32767
13004,-32767
13005,-32767
13006,-32767
13007,-32767
13008,-32767
13009,-32767
13010,-32767
13011,-32767
13012,-32767
13013,-32767
13014,-32767
13015,-32767
13016,-32767
13017,-32767
13018,-32767
13019,-32767
13020,-32767
13021,-32767
13022,-32767
13023,-32767
13024,-32767
13025,-32767
13026,-32767
13027,-32767
13028,-32767
13029,-32767
13030,32767
13031,32767
13032,32767
13033,32767
13034,32767
13035,32767
13036,32767
13037,32767
13038,32767
13039,32767
13040,32767
13041,32767
13042,32767
13043,32767
13044,32767
13045,32767
13046,32767
13047,32767
13048,32767
13049,32767
13050,32767
13051,32767
13052,32767
13053,32767
13054,32767
13055,32767
13056,32767
13057,32767
13058,32767
13059,32767
13060,32767
13061,32767
13062,32767
13063,32767
13064,32767
13065,32767
13066,32767
13067,32767
13068,32767
13069,32767
13070,32767
13071,32767
13072,32767
13073,32767
13074,32767
13075,32767
13076,32767
13077,32767
13078,32767
13079,32767
13080,-32767
13081,-32767
13082,-32767
13083,-32767
13084,-32767
13085,-32767
13086,-32767
13087,-32767
13088,-32767
13089,-32767
13090,-32767
13091,-32767
13092,-32767
13093,-32767
13094,-32767
13095,-32767
13096,-32767
13097,-32767
13098,-32767
13099,-32767
13100,-32767
13101,-32767
13102,-32767
13103,-32767
13104,-32767
13105,-32767
13106,-32767
13107,-32767
13108,-32767
13109,-32767
13110,-32767
13111,-32767
13112,-32767
13113,-32767
13114,-32767
13115,-32767
13116,-32767
13117,-32767
13118,-32767
13119,-32767
13120,-32767
13121,-32767
13122,-32767
13123,-32767
13124,-32767
13125,-32767
13126,-32767
13127,-32767
13128,-32767
13129,-32767
13130,32767
13131,32767
13132,32767
13133,32767
13134,32767
13135,32767
13136,32767
13137,32767
13138,32767
13139,32767
13140,32767
13141,32767
13142,32767
13143,32767
13144,32767
13145,32767
13146,32767
13147,32767
13148,32767
13149,32767
13150,32767
13151,32767
13152,32767
13153,32767
13154,32767
13155,32767
13156,32767
13157,32767
13158,32767
13159,32767
13160,32767
13161,32767
13162,32767
13163,32767
13164,32767
13165,32767
13166,32767
13167,32767
13168,32767
13169,32767
13170,32767
13171,32767
13172,32767
13173,32767
13174,32767
13175,32767
13176,32767
13177,32767
13178,32767
13179,32767
13180,-32767
13181,-32767
13182,-32767
13183,-32767
13184,-32767
13185,-32767
13186,-32767
13187,-32767
13188,-32767
13189,-32767
13190,-32767
13191,-32767
13192,-32767
13193,-32767
13194,-32767
13195,-32767
13196,-32767
13197,-32767
13198,-32767
13199,-32767
13200,-32767
13201,-32767
13202,-32767
13203,-32767
13204,-32767
13205,-32767
13206,-32767
13207,-32767
13208,-32767
13209,-32767
13210,-32767
13211,-32767
13212,-32767
13213,-32767
13214,-32767
13215,-32767
13216,-32767
13217,-32767
13218,-32767
13219,-32767
13220,-32767
13221,-32767
13222,-32767
13223,-32767
13224,-32767
13225,-32767
13226,-32767
13227,-32767
13228,-32767
13229,-32767
13230,32767
13231,32767
13232,32767
13233,32767
13234,32767
13235,32767
13236,32767
13237,32767
13238,32767
13239,32767
13240,32767
13241,32767
13242,32767
13243,32767
13244,32767
13245,32767
13246,32767
13247,32767
13248,32767
13249,32767
13250,32767
13251,32767
13252,32767
13253,32767
13254,32767
13255,32767
13256,32767
13257,32767
13258,32767
13259,32767
13260,32767
13261,32767
13262,32767
13263,32767
13264,32767
13265,32767
13266,32767
13267,32767
13268,32767
13269,32767
13270,32767
13271,32767
13272,32767
13273,32767
13274,32767
13275,32767
13276,32767
13277,32767
13278,32767
13279,32767
13280,32767
13281,-32767
13282,-32767
13283,-32767
13284,-32767
13285,-32767
13286,-32767
13287,-32767
13288,-32767
13289,-32767
13290,-32767
13291,-32767
13292,-32767
13293,-32767
13294,-32767
13295,-32767
13296,-32767
13297,-32767
13298,-32767
13299,-32767
13300,-32767
13301,-32767
13302,-32767
13303,-32767
13304,-32767
13305,-32767
13306,-32767
13307,-32767
13308,-32767
13309,-32767
13310,-32767
13311,-32767
13312,-32767
13313,-32767
13314,-32767
13315,-32767
13316,-32767
13317,-32767
13318,-32767
13319,-32767
13320,-32767
13321,-32767
13322,-32767
13323,-32767
13324,-32767
13325,-32767
13326,-32767
13327,-32767
13328,-32767
13329,-32767
13330,-32767
13331,32767
13332,32767
13333,32767
13334,32767
13335,32767
13336,32767
13337,32767
13338,32767
13339,32767
13340,32767
13341,32767
13342,32767
13343,32767
13344,32767
13345,32767
13346,32767
13347,32767
13348,32767
13349,32767
13350,32767
13351,32767
13352,32767
13353,32767
13354,32767
13355,32767
13356,32767
13357,32767
13358,32767
13359,32767
13360,32767
13361,32767
13362,32767
13363,32767
13364,32767
13365,32767
13366,32767
13367,32767
13368,32767
13369,32767
13370,32767
13371,32767
13372,32767
13373,32767
13374,32767
13375,32767
13376,32767
13377,32767
13378,32767
13379,32767
13380,32767
13381,-32767
13382,-32767
13383,-32767
13384,-32767
13385,-32767
13386,-32767
13387,-32767
13388,-32767
13389,-32767
13390,-32767
13391,-32767
13392,-32767
13393,-32767
13394,-32767
13395,-32767
13396,-32767
13397,-32767
13398,-32767
13399,-32767
13400,-32767
13401,-32767
13402,-32767
13403,-32767
13404,-32767
13405,-32767
13406,-32767
13407,-32767
13408,-32767
13409,-32767
13410,-32767
13411,-32767
13412,-32767
13413,-32767
13414,-32767
13415,-32767
13416,-32767
13417,-32767
13418,-32767
13419,-32767
13420,-32767
13421,-32767
13422,-32767
13423,-32767
13424,-32767
13425,-32767
13426,-32767
13427,-32767
13428,-32767
13429,-32767
13430,-32767
13431,32767
13432,32767
13433,32767
13434,32767
13435,32767
13436,32767
13437,32767
13438,32767
13439,32767
13440,32767
13441,32767
13442,32767
13443,32767
13444,32767
13445,32767
13446,32767
13447,32767
13448,32767
13449,32767
13450,32767
13451,32767
13452,32767
13453,32767
13454,32767
13455,32767
13456,32767
13457,32767
13458,32767
13459,32767
13460,32767
13461,32767
13462,32767
13463,32767
13464,32767
13465,32767
13466,32767
13467,32767
13468,32767
13469,32767
13470,32767
13471,32767
13472,32767
13473,32767
13474,32767
13475,32767
13476,32767
13477,32767
13478,32767
13479,32767
13480,32767
13481,-32767
13482,-32767
13483,-32767
13484,-32767
13485,-32767
13486,-32767
13487,-32767
13488,-32767
13489,-32767
13490,-32767
13491,-32767
13492,-32767
13493,-32767
13494,-32767
13495,-32767
13496,-32767
13497,-32767
13498,-32767
13499,-32767
13500,-32767
13501,-32767
13502,-32767
13503,-32767
13504,-32767
13505,-32767
13506,-32767
13507,-32767
13508,-32767
13509,-32767
13510,-32767
13511,-32767
13512,-32767
13513,-32767
13514,-32767
13515,-32767
13516,-32767
13517,-32767
13518,-32767
13519,-32767
13520,-32767
13521,-32767
13522,-32767
13523,-32767
13524,-32767
13525,-32767
13526,-32767
13527,-32767
13528,-32767
13529,-32767
13530,-32767
13531,32767
13532,32767
13533,32767
13534,32767
13535,32767
13536,32767
13537,32767
13538,32767
13539,32767
13540,32767
13541,32767
13542,32767
13543,32767
13544,32767
13545,32767
13546,32767
13547,32767
13548,32767
13549,32767
13550,32767
13551,32767
13552,32767
13553,32767
13554,32767
13555,32767
13556,32767
13557,32767
13558,32767
13559,32767
13560,32767
13561,32767
13562,32767
13563,32767
13564,32767
13565,32767
13566,32767
13567,32767
13568,32767
13569,32767
13570,32767
13571,32767
13572,32767
13573,32767
13574,32767
13575,32767
13576,32767
13577,32767
13578,32767
13579,32767
13580,32767
13581,-32767
13582,-32767
13583,-32767
13584,-32767
13585,-32767
13586,-32767
13587,-32767
13588,-32767
13589,-32767
13590,-32767
13591,-32767
13592,-32767
13593,-32767
13594,-32767
13595,-32767
13596,-32767
13597,-32767
13598,-32767
13599,-32767
13600,-32767
13601,-32767
13602,-32767
13603,-32767
13604,-32767
13605,-32767
13606,-32767
13607,-32767
13608,-32767
13609,-32767
13610,-32767
13611,-32767
13612,-32767
13613,-32767
13614,-32767
13615,-32767
13616,-32767
13617,-32767
13618,-32767
13619,-32767
13620,-32767
13621,-32767
13622,-32767
13623,-32767
13624,-32767
13625,-32767
13626,-32767
13627,-32767
13628,-32767
13629,-32767
13630,-32767
13631,32767
13632,32767
13633,32767
13634,32767
13635,32767
13636,32767
13637,32767
13638,32767
13639,32767
13640,32767
13641,32767
13642,32767
13643,32767
13644,32767
13645,32767
13646,32767
13647,32767
13648,32767
13649,32767
13650,32767
13651,32767
13652,32767
13653,32767
13654,32767
13655,32767
13656,32767
13657,32767
13658,32767
13659,32767
13660,32767
13661,32767
13662,32767
13663,32767
13664,32767
13665,32767
13666,32767
13667,32767
13668,32767
13669,32767
13670,32767
13671,32767
13672,32767
13673,32767
13674,32767
13675,32767
13676,32767
13677,32767
13678,32767
13679,32767
13680,32767
13681,32767
13682,-32767
13683,-32767
13684,-32767
13685,-32767
13686,-32767
13687,-32767
13688,-32767
13689,-32767
13690,-32767
13691,-32767
13692,-32767
13693,-32767
13694,-32767
13695,-32767
13696,-32767
13697,-32767
13698,-32767
13699,-32767
13700,-32767
13701,-32767
13702,-32767
13703,-32767
13704,-32767
13705,-32767
13706,-32767
13707,-32767
13708,-32767
13709,-32767
13710,-32767
13711,-32767
13712,-32767
13713,-32767
13714,-32767
13715,-32767
13716,-32767
13717,-32767
13718,-32767
13719,-32767
13720,-32767
13721,-32767
13722,-32767
13723,-32767
13724,-32767
13725,-32767
13726,-32767
13727,-32767
13728,-32767
13729,-32767
13730,-32767
13731,-32767
13732,32767
13733,32767
13734,32767
13735,32767
13736,32767
13737,32767
13738,32767
13739,32767
13740,32767
13741,32767
13742,32767
13743,32767
13744,32767
13745,32767
13746,32767
13747,32767
13748,32767
13749,32767
13750,32767
13751,32767
13752,32767
13753,32767
13754,32767
13755,32767
13756,32767
13757,32767
13758,32767
13759,32767
13760,32767
13761,32767
13762,32767
13763,32767
13764,32767
13765,32767
13766,32767
13767,32767
13768,32767
13769,32767
13770,32767
13771,32767
13772,32767
13773,32767
13774,32767
13775,32767
13776,32767
13777,32767
13778,32767
13779,32767
13780,32767
13781,32767
13782,-32767
13783,-32767
13784,-32767
13785,-32767
13786,-32767
13787,-32767
13788,-32767
13789,-32767
13790,-32767
13791,-32767
13792,-32767
13793,-32767
13794,-32767
13795,-32767
13796,-32767
13797,-32767
13798,-32767
13799,-32767
13800,-32767
13801,-32767
13802,-32767
13803,-32767
13804,-32767
13805,-32767
13806,-32767
13807,-32767
13808,-32767
13809,-32767
13810,-32767
13811,-32767
13812,-32767
13813,-32767
13814,-32767
13815,-32767
13816,-32767
13817,-32767
13818,-32767
13819,-32767
13820,-32767
13821,-32767
13822,-32767
13823,-32767
13824,-32767
13825,-32767
13826,-32767
13827,-32767
13828,-32767
13829,-32767
13830,-32767
13831,-32767
13832,32767
13833,32767
13834,32767
13835,32767
13836,32767
13837,32767
13838,32767
13839,32767
13840,32767
13841,32767
13842,32767
13843,32767
13844,32767
13845,32767
13846,32767
13847,32767
13848,32767
13849,32767
13850,32767
13851,32767
13852,32767
13853,32767
13854,32767
13855,32767
13856,32767
13857,32767
13858,32767
13859,32767
13860,32767
13861,32767
13862,32767
13863,32767
13864,32767
13865,32767
13866,32767
13867,32767
13868,32767
13869,32767
13870,32767
13871,32767
13872,32767
13873,32767
13874,32767
13875,32767
13876,32767
13877,32767
13878,32767
13879,32767
13880,32767
13881,32767
13882,-32767
13883,-32767
13884,-32767
13885,-32767
13886,-32767
13887,-32767
13888,-32767
13889,-32767
13890,-32767
13891,-32767
13892,-32767
13893,-32767
13894,-32767
13895,-32767
13896,-32767
13897,-32767
13898,-32767
13899,-32767
13900,-32767
13901,-32767
13902,-32767
13903,-32767
13904,-32767
13905,-32767
13906,-32767
13907,-32767
13908,-32767
13909,-32767
13910,-32767
13911,-32767
13912,-32767
13913,-32767
13914,-32767
13915,-32767
13916,-32767
13917,-32767
13918,-32767
13919,-32767
13920,-32767
13921,-32767
13922,-32767
13923,-32767
13924,-32767
13925,-32767
13926,-32767
13927,-32767
13928,-32767
13929,-32767
13930,-32767
13931,-32767
13932,32767
13933,32767
13934,32767
13935,32767
13936,32767
13937,32767
13938,32767
13939,32767
13940,32767
13941,32767
13942,32767
13943,32767
13944,32767
13945,32767
13946,32767
13947,32767
13948,32767
13949,32767
13950,32767
13951,32767
13952,32767
13953,32767
13954,32767
13955,32767
13956,32767
13957,32767
13958,32767
13959,32767
13960,32767
13961,32767
13962,32767
13963,32767
13964,32767
13965,32767
13966,32767
13967,32767
13968,32767
13969,32767
13970,32767
13971,32767
13972,32767
13973,32767
13974,32767
13975,32767
13976,32767
13977,32767
13978,32767
13979,32767
13980,32767
13981,32767
13982,-32767
13983,-32767
13984,-32767
13985,-32767
13986,-32767
13987,-32767
13988,-32767
13989,-32767
13990,-32767
13991,-32767
13992,-32767
13993,-32767
13994,-32767
13995,-32767
13996,-32767
13997,-32767
13998,-32767
13999,-32767
14000,-32767
14001,-32767
14002,-32767
14003,-32767
14004,-32767
14005,-32767
14006,-32767
14007,-32767
14008,-32767
14009,-32767
14010,-32767
14011,-32767
14012,-32767
14013,-32767
14014,-32767
14015,-32767
14016,-32767
14017,-32767
14018,-32767
14019,-32767
14020,-32767
14021,-32767
14022,-32767
14023,-32767
14024,-32767
14025,-32767
14026,-32767
14027,-32767
14028,-32767
14029,-32767
14030,-32767
14031,-32767
14032,32767
14033,32767
14034,32767
14035,32767
14036,32767
14037,32767
14038,32767
14039,32767
14040,32767
14041,32767
14042,32767
14043,32767
14044,32767
14045,32767
14046,32767
14047,32767
14048,32767
14049,32767
14050,32767
14051,32767
14052,32767
14053,32767
14054,32767
14055,32767
14056,32767
14057,32767
14058,32767
14059,32767
14060,32767
14061,32767
14062,32767
14063,32767
14064,32767
14065,32767
14066,32767
14067,32767
14068,32767
14069,32767
14070,32767
14071,32767
14072,32767
14073,32767
14074,32767
14075,32767
14076,32767
14077,32767
14078,32767
14079,32767
14080,32767
14081,32767
14082,-32767
14083,-32767
14084,-32767
14085,-32767
14086,-32767
14087,-32767
14088,-32767
14089,-32767
14090,-32767
14091,-32767
14092,-32767
14093,-32767
14094,-32767
14095,-32767
14096,-32767
14097,-32767
14098,-32767
14099,-32767
14100,-32767
14101,-32767
14102,-32767
14103,-32767
14104,-32767
14105,-32767
14106,-32767
14107,-32767
14108,-32767
14109,-32767
14110,-32767
14111,-32767
14112,-32767
14113,-32767
14114,-32767
14115,-32767
14116,-32767
14117,-32767
14118,-32767
14119,-32767
14120,-32767
14121,-32767
14122,-32767
14123,-32767
14124,-32767
14125,-32767
14126,-32767
14127,-32767
14128,-32767
14129,-32767
14130,-32767
14131,-32767
14132,-32767
14133,32767
14134,32767
14135,32767
14136,32767
14137,32767
14138,32767
14139,32767
14140,32767
14141,32767
14142,32767
14143,32767
14144,32767
14145,32767
14146,32767
14147,32767
14148,32767
14149,32767
14150,32767
14151,32767
14152,32767
14153,32767
14154,32767
14155,32767
14156,32767
14157,32767
14158,32767
14159,32767
14160,32767
14161,32767
14162,32767
14163,32767
14164,32767
14165,32767
14166,32767
14167,32767
14168,32767
14169,32767
14170,32767
14171,32767
14172,32767
14173,32767
14174,32767
14175,32767
14176,32767
14177,32767
14178,32767
14179,32767
14180,32767
14181,32767
14182,32767
14183,-32767
14184,-32767
14185,-32767
14186,-32767
14187,-32767
14188,-32767
14189,-32767
14190,-32767
14191,-32767
14192,-32767
14193,-32767
14194,-32767
14195,-32767
14196,-32767
14197,-32767
14198,-32767
14199,-32767
14200,-32767
14201,-32767
14202,-32767
14203,-32767
14204,-32767
14205,-32767
14206,-32767
14207,-32767
14208,-32767
14209,-32767
14210,-32767
14211,-32767
14212,-32767
14213,-32767
14214,-32767
14215,-32767
14216,-32767
14217,-32767
14218,-32767
14219,-32767
14220,-32767
14221,-32767
14222,-32767
14223,-32767
14224,-32767
14225,-32767
14226,-32767
14227,-32767
14228,-32767
14229,-32767
14230,-32767
14231,-32767
14232,-32767
14233,32767
14234,32767
14235,32767
14236,32767
14237,32767
14238,32767
14239,32767
14240,32767
14241,32767
14242,32767
14243,32767
14244,32767
14245,32767
14246,32767
14247,32767
14248,32767
14249,32767
14250,32767
14251,32767
14252,32767
14253,32767
14254,32767
14255,32767
14256,32767
14257,32767
14258,32767
14259,32767
14260,32767
14261,32767
14262,32767
14263,32767
14264,32767
14265,32767
14266,32767
14267,32767
14268,32767
14269,32767
14270,32767
14271,32767
14272,32767
14273,32767
14274,32767
14275,32767
14276,32767
14277,32767
14278,32767
14279,32767
14280,32767
14281,32767
14282,32767
14283,-32767
14284,-32767
14285,-32767
14286,-32767
14287,-32767
14288,-32767
14289,-32767
14290,-32767
14291,-32767
14292,-32767
14293,-32767
14294,-32767
14295,-32767
14296,-32767
14297,-32767
14298,-32767
14299,-32767
14300,-32767
14301,-32767
14302,-32767
14303,-32767
14304,-32767
14305,-32767
14306,-32767
14307,-32767
14308,-32767
14309,-32767
14310,-32767
14311,-32767
14312,-32767
14313,-32767
14314,-32767
14315,-32767
14316,-32767
14317,-32767
14318,-32767
14319,-32767
14320,-32767
14321,-32767
14322,-32767
14323,-32767
14324,-32767
14325,-32767
14326,-32767
14327,-32767
14328,-32767
14329,-32767
14330,-32767
14331,-32767
14332,-32767
14333,32767
14334,32767
14335,32767
14336,32767
14337,32767
14338,32767
14339,32767
14340,32767
14341,32767
14342,32767
14343,32767
14344,32767
14345,32767
14346,32767
14347,32767
14348,32767
14349,32767
14350,32767
14351,32767
14352,32767
14353,32767
14354,32767
14355,32767
14356,32767
14357,32767
14358,32767
14359,32767
14360,32767
14361,32767
14362,32767
14363,32767
14364,32767
14365,32767
14366,32767
14367,32767
14368,32767
14369,32767
14370,32767
14371,32767
14372,32767
14373,32767
14374,32767
14375,32767
14376,32767
14377,32767
14378,32767
14379,32767
14380,32767
14381,32767
14382,32767
14383,-32767
14384,-32767
14385,-32767
14386,-32767
14387,-32767
14388,-32767
14389,-32767
14390,-32767
14391,-32767
14392,-32767
14393,-32767
14394,-32767
14395,-32767
14396,-32767
14397,-32767
14398,-32767
14399,-32767
14400,-32767
14401,-32767
14402,-32767
14403,-32767
14404,-32767
14405,-32767
14406,-32767
14407,-32767
14408,-32767
14409,-32767
14410,-32767
14411,-32767
14412,-32767
14413,-32767
14414,-32767
